text,sentiment	
""""""""""" """""""""""""""" مقاطعة دول الحصار """""""""""""""" .. كيف كيف كييييف !!؟ 😂 #خطاب_أمير_قطر #خطاب_صباحي https://t.co/1wjHUcUkNN""""""""""",Negative
neutral,Le son est une vibration.
neutral,Le Fonds monétaire international promeut la stabilité financière.
positive,Accueil payant les factures ... & amp; achats en ligne.....
مرتضى منصور يكشف موقف مستبعدي انتخابات الزمالك  https://t.co/VItPPytHcz,Neutral
Chilling with some tv quite bored at the moment,negative	
 ha... I thought you would enjoy the Family Guy reference... and I`m more bored than you,negative	
positive,en aucune façon! Ce scénario est peut-être moins inhabituel que ce que je pensais.
So many tests todayyy  I don`t feel confident about anyy.,negative	
just finished baking some cinnamon rolls   soooo yummy!,positive	
  My dog Nemo cause he wimpers every morning when I leave,neutral	
Argh noo! Missed The Killers on Wossy!  That sucks! Missed out on Brandon. Total failure! Anyone know if it`s repeated? Must investigate!,negative	
الرئيس الفرنسي يبحث مع ولي العهد السعودي احتواء التوتر بين الرياض وطهران - https://t.co/rFhBem128U,Neutral
 hahah im way too lazy to check my phone  ooo michells! are you wtaching the recruits?,negative	
لماذا تسطيحك الشارع العربي ! ألم تكن قطر جزء من لعبة قذرة من خلال الربيع العربي الصهيوني الذي كان يستهدف المنطقة برمتها في عملية تامر لخدمة اهداف امن اسرائيل #قطر_ساندويتش https://t.co/2RX3cifD8T,Negative
 beating heat with tea?  Try some masala chaas,neutral	
negative,"J'ai besoin d'un tour pour travailler, je n'aime pas la perspective du bus 84!"
Zombies make great huggers b/c they don`t lower their arms or move to fast...  ï¿½  (via ),neutral	
positive,"Ajoutant des amis sur Twitter, puis fais des choses plus tard"
""""""""""" برأيكم أية وسيلة أنجع (و أضمن) لتغيير الأنظمة؟ الإنقلابات ؟ أم الثورات مثل """"""""""""""""الربيع العربي""""""""""""""""؟ صباحكم هادي tho ؛-)""""""""""",Negative
: first impression is that it`s considerably  slower to boot than 2008  #beta1,negative	
محمد صلاح كل تغريداته يستدخم الايموجيات مايعرف يكتب انقليزي😂😂,Negative
"was in Palawan a couple of days ago, i`ll try to post pictures tom.",neutral	
الحين قنوات ابوظبي الرياضية وش تستفيد يوم تنكد على المتابع انها تأخذ مباريات تصفيات المنتخبات الاوربية ل كأس العالم .. شيء يقهر ودي اتابع إيطاليا والسويد 😢💔,Negative
positive,Croix de caniche blanc maltais x
الله يستر على الكويت ويحفظ الخليج #أزمة_الخليج,Positive
negative,"Heh, ouais, j'ai rapidement conquis l'échelle. Travail inutile, tho. Nous sommes trop loin pour recevoir un signal numérique w / antenne."
positive,J'ai mélangé mon ipod et j'ai explosé scandaleusement à travers mes haut-parleurs
negative,Je ne peux pas le trouver! Il dit que dtmafiaofficial n'existe pas! Il y a jus 1 dtmafia J'ai trouvé que tu n'as pas l'air de b le suivre?
positive,Juste à certains tacos al carbone! Yum.now ... regardant plus frère avec ma mère et sis ...
هدف المغرب الاول فى كوت ديفوار تصفيات كاس العالم 11- 11 - 2017: https://t.co/ltkbZqquRu via,Neutral
positive,"Est sorti de la classe de moto il y a un peu ... malheureusement, il y a trop d'informations pour se souvenir de tout. Il faut étudier! Nous roulons demain!"
""""""""""" على يد خبراء روس وخبراء يمنيين قبيل اندلاع ثورات الربيع العربي تعليق:- الظاهر سالفة اتهام ايران """"""""""""""""تثت""""""""""""""""😁""""""""""",Negative
 You know what?  That cowboy hat in your pic made me smile today (you don`t see many of those in Japan),positive	
positive,que suis-je en train de faire?. . .like duh! Je tweeter. . .allez comprendre!
negative,"De retour au travail, fatigué comme l'enfer et je ressens un froid"
🔴لم يعد أسمه وصفته المشير فقط بل (✌️🏽الرئيس المشير خليفة بالقاسم حفتر✌️🏽) لقد تم أنتخاب المشير من قبل سكان... https://t.co/KahvMjhcMJ,Positive
#منتدي_شباب_العالم👇👇 https://t.co/BkwyEGIPZQ,Neutral
negative,J'ai juste brûlé mes doigts sur une tasse de thé chaude - ouch !!!
**** everything,negative	
positive,"Je pense que maman m'a acheté un puki pour mon anniversaire. Je ne veux pas mettre mes espoirs, mais ..."
big day 2day the xt launch was amazing! so much free stuff thanx 2 the edge and telecom! found the phone i want...cnt afford it yet tho,positive	
I guess its bedtime. Goodnight twitter.  my bed is so big and empty without him.,positive	
#دورين_أسعد لاختيارها أول عمدة مصرية في تاريخ #كندا#منتدي_شباب_العالم https://t.co/m4yzX29j7h,Neutral
يحاول يرجع العلاقات مع السعوديه بعد انقطاع الدعم والمليارات المهدره على دول كانت عاله على الميزانيه السعوديه لكن هيات في زمن محاربه الفساد,Negative
negative,Amazon mp3 downloads down to 29p much for my 10% cheers
negative,Pari i- oh wait mac? Pas prolly pas.
positive,Vient de commencer l'aventure de Twitter
#المغرب سنة الربيع العربي الحقيقيه فالوصول للمونديال بعد سنوات عجاف 🇸🇦🇲🇦🇪🇬🇹🇳 #السعوديه #المغرب_كوتديفوار #تونس_ليبيا #مصر,Positive
neutral,Le théâtre est l'art de la représentation sur scène.
وهذا ماتعلمت منه في الربيع العربي وقد تراجعت عن بعض اﻷفكار لتأملها وإعمال مراجعات فكرية,Negative
negative,Ne recevra aucun argent rudd pour les personnes en doute ...? Context = & amp; kbs = esb.xr4 & amp; go = ok
positive,"Je vous entends oprah il est agréable de réinitialiser, de recentrer, puis d'engager les tâches devant nous."
negative,j'ai très froid
كسم مرتضي منصور,Negative
negative,Je dois remplir deux heures
*meow* a week ago today  was here and we were road trippin,neutral	
#منتدي_شباب_العالمالحمدلله انى لسه فيه شباب عايشين .,Positive
negative,"Pour une raison quelconque, j'ai une forte envie de dessiner des illustrations pour de nouvelles couvertures."
positive,J'aimerais que cette pluie d'Austin s'arrête ... il y a un jeu de baseball à double en-tête v ou (sucks) aujourd'hui!
positive,Marley phillips commence à préparer les choses pour l'année prochaine et probablement la peinture de la maison aujourd'hui.
منور يا ابو صلاح يا ابن جيلي يا برنس صاحبي محمد بيسلم عليك,Positive
 haha.. good for you,positive	
ذكرت مباراة مصر و الجزائر تصفيات كاس العالم,Neutral
negative,Je pense que j'ai vu de la magie le dimanche contre salford - j'ai vu la coque fc sortir sur le terrain mais après cela ils ont disparu!
انا معاكى لان انتى مغلطيش فعلا النيل مليان قرف وسبب معظم امراض المصريين تانى حاجه الشويه اللى عاملين نفسهم وطنيين وبيهاجموكى محدش فيهم نطق لما بلحه باع تيران وصنافير ...,Negative
positive,Virl.com sera en direct en quelques heures ... Restez à l'écoute.
positive,Je suis assis à l'apollo victoria. Méchant cinq heures.
I really need to invest in an elliptical machine... Running with shin splints sucks!!,negative	
positive,Oohh! Ça a l'air d'avoir passé un bon jour ... félicitation!
المغرب × ساحل العاج تصفيات كأس العالم https://t.co/8p0jG9DwYM,Neutral
مباراة غانا ومصر .. تصفيات كأس العالم 12.11.2017 {تعرف على موعد المباراة}:,Neutral
والله ما شفنا من الجزء إلى الكذب والغدر وإثارة الفتن وفي الربيع العربي قطر والجزيرة هي من دمرت الدول العربية,Negative
بلومبيرغ : بفضل الإصلاحات الطموحة التي ينفذها .. ثورة الامير محمد بن سلمان هي الربيع العربي الحقيقي #السعودية https://t.co/HHQnQ1O,Positive
د 75 جوووووووووووووووووووووول محمد صلاح يسجل هدف ولا اروع بعد تمريرة راااائعة من ماني يسددها صاروخية في الشباك... https://t.co/jh36QVtsOb,Positive
positive,"Merci pour ça, je suis"
Good morning my little twitternut squashes   How are you all today? whats the weather like where you are?,positive	
" You said your getting McFlys live album 2morrow, whats it called?  ****",neutral	
""""""""""" #محمد_صلاح """"""""""""""""يغرّد"""""""""""""""" لتأهل المنتخبات #العربية للمونديال تابع المصري محمد #صلاح، لاعب ليفربول، تأهل… https://t.co/y84GAuBTuk""""""""""",Neutral
" I`m definitely make-up challenged. So, curling lashes and `tined` moisturiser? Does this tip come with a glossary?",neutral	
 Well thatï¿½s disappointing to hear.,negative	
listening to ECHO by Gorilla Zoe ahh love that song,positive	
positive,"Oui, je suis tellement excité pour le 2 mai et oui, j'espère que vous verrez Lucas jusqu'à."
Taylor Swift and Joe Jonas looked really good together. I`m kinda sad they broke up.,neutral	
بركات الربيع العربي الذي دعيتم اليه الشعوب انتم يا إعلام الجزيرة كل هذا القتل بسببكم ومازلتم تحرضون,Negative
*مرتضي منصور*عليا الطلاق دا جن.. 😂😂😂😂😂💔 https://t.co/q8yhWnVY0L,Negative
positive,"Vancouverites folles .... courir à 8h du matin samedi. Je me mêle assez bien alors! Bye bye mountains, hello home of gray's anatomie!"
going to watch boy in the striped pj`s hope i don`t cry,positive	
positive,c'est génial. Je ne peux pas attendre. au revoir
what am i gonna do when my iphone is full!,neutral	
الربيع العربي في السعوديةhttps://t.co/I8y1RBC9XJ,Neutral
#أخبار_قطر|العنابي الأولمبي يتعادل مع سوريا #حصار_قطرhttps://t.co/VY4e8AklMz https://t.co/XMl793XPql,Neutral
negative,Attend les ravins pour venir chercher son vieux saab
انتوا متصورين اننا ك مصريين بنتفرج علي اخر ماتش في تصفيات كاس العالم و بنلاعب غانا بره أرضنا و شريف إكرامي الي واقف و مش قلقانين ولا فارق معانا 😂🖐,Positive
" Good Morning, good wakeup music",positive	
 aha yeah  all else fails just push  yeah we are dont know what time were leaving yet though ****,negative	
I`m hungry  wife is at a Bodyshop Party and is bringing a takeaway home with her - how much longer will the party go on?,neutral	
I`ve lost my pocket knife  Suggestions for replacing a Ken Onion Chive?,neutral	
positive,"Je pense que je suis plus fort que l'oreille de l'oreille cet été, je veux dire - je le fais toujours - mais j'ai eu une chose pour les robes lattes"
: just got home from drews bday.,neutral	
والسعوديين بيولعوا في بعض ندخل احنا ناخد تيران وصنافير#تيران_وصنافير_مصرية,Negative
neutral,L'équilibre est la clé d'une vie saine.
positive,En train de vous faire passer du café maintenant. Bonjour!!
 I envy everyone on AOTS...,positive	
Now i cant find him  Gonna be a sleepless night tonight,negative	
 lucky kid...i so wanna see loserville  pity im in oz....,positive	
لقطات من مشاركة الرئيس #السيسي ورئيس مجلس الوزراء فى فعاليات جلسات اليوم الأخير لJ #منتدى_شباب_العالم بشرم الشيخ… https://t.co/bHfomHy3tX,Neutral
LIVE الشوط الاول 0-0 تصفيات كأس العالم 2018 القارة الاوروبية #ايرلندا_الشٌمالية_سويِسرا يلا كورة @ تمتع بالمشاهدة والاثارة هنا // https://t.co/0Gy5mVZaDP https://t.co/1jpaeEeRsW,Neutral
My sunburn itches  ouch,negative	
Happy Mothers Day to all your moms!,positive	
تصفيات كأس العالم 2018: ضربة جزاء مثيرة للجدل ترهن حظوظ إيرلندا الشمالية https://t.co/KqV1gTe4RW | 🚀 by https://t.co/Zu0sARklf8 https://t.co/wB9FB3JGtU,Neutral
positive,Pas concerné?
negative,Tu m'as tous échoué
neutral,La géologie est l'étude de la Terre.
 ohh kayy fasho if u go tonight have fun for me,positive	
 i dont think you can vote anymore! i tried,negative	
""""""""""" وطبعا هيحتفظ بحق الرد بالطريقه وفي الوقت المناسبينولي العهد السعودي يتهم #إيران بشن """"""""""""""""عدوان مباشر"""""""""""""""" ضد بلاده https://t.co/3wJS44kqOM""""""""""",Negative
positive,Ok maintenant je te suit
positive,"Et si ce n'était pas dans votre chambre, il suffit de pomper le volume"
شكلها كده مثلها الأعلى مرتضى أفندي منصور مثيري شغب,Negative
#فيتو| #بالفيديو.. #مصر تختتم تصفيات #كأس_العالم بـ التعادل مع #غانا 1/1 https://t.co/g30NE9j1SZ,Neutral
نهى عبد الكريم #منتدى_شباب_العالم كبير عليكي اوي وانتي مش قده✋️ أديتي مهمتك بجدارة اتفوووووو ع البطن اللي شالتك #جبهة_شعب_مصر https://t.co/PuwmxSlUpN,Negative
negative,Vient d'entendre qu'ils ont trouvé sandra cantu ... elle n'avait que 8 ans
بالعكس بداية الانحدار الاعلامي من علم قطربالنسبة لنا ازمة زاد معها الهياط بشكل غريب,Negative
#WeNeedToTalk من حق شباب العالم تعيش بكرامة وحرية انما شباب مصر بين السجون والمعتقلات تنتظر حكم الاعدام في اي لحظة 😔 #منتدي_شباب_العالم https://t.co/bXw3iTiJnJ,Negative
positive,"Clavier cathy - ""sashimi"""
kids out for summer/ pool has been taken over/ no more tanning girls  #haiku #yayschoolisout #sarcasm,neutral	
positive,"Hello bud gagne le grand national scottish, il y avait un streaker sur le parcours"
 Hell unlucky! :O and and it comes out next week here.,negative	
positive,Encore une excellente publication! J'ai toute la foi que vous faites une différence dans la vie des gens ...
"Watching the Broncos vs Chiefs 1994, Montana vs Elway on NFL Network.  I still have nightmares about this game   FU KC!",negative	
من افضل مدافع في المنتخب السعودي خلال تصفيات كأس العالم ؟ 1- اسامة هوساوي = ريتويت 2- عمر هوساوي = اعجاب صاحب الطلب : https://t.co/5W1BUlcprV,Neutral
لم نستطيع ان نحافظ علي تيران وصنافير بالقضاء والقانون فهل نستطيع ان نخوض انتخابات ضد بلحة العرص غير منطقي طبعاً #لم ينصفنا القانون هتنصفنا الانتخابات,Negative
positive,"A eu une lumière led de 20,000 candlepower 3 qui est sympa, et tous les chiens vicieux dans le quartier me connaissent maintenant"
"But I am on pg 145 of 165, so I`m getting close!  *yawn*",neutral	
Good night everyone  im going to lay in bed and watch eraser!,positive	
"at work.. missing my miami fam , , , carolina, , ,  &&& more",negative	
positive,Attendons ce soir. ça va être génial!
تيران وصنافيرحلايب وشلاتينامبابه وبشتيلوراق وبراجيلبريل وبرسيلطوبه وامشيرشهيق وزفيربق ومناخيرهناء وشريناخوان وسلفيينبرادعي وحمدين,Negative
" u dont even need to go to the options, the button is right there (on top right corner)",neutral	
negative,Une excellente idée avec les codes promotionnels itunes - ils ne fonctionnent pas dans le magasin itunes du Royaume-Uni cependant
negative,"Dommage, je ne serai pas sur le terrain, j'ai perdu mon emploi et je ne peux même pas payer mon compte de téléphone lmao aw shucks"
negative,"Maintenant, je suis à 10% de batterie!"
#أخبار_الرياضة #الفرق_المتأهلة_للمونديال #تصفيات_كأس_العالم #كأس_العالم_روسيا_2018 #منتخبات_كأس_العالم #روسيا_2018 https://t.co/xtfiSQkffl,Neutral
I need to burp ....  Im so nauseas....,negative	
انا مش قولت ياض يا كلوب متطلعش محمد صلاح قبل ما يدخل الهاتريك 😬😠,Negative
negative,Mon bébé est rentré à la maison
 Chowder is the ****!!!!!!,negative	
work 4 - close,neutral	
" Yes, this NBA song is great!!!  Got an old funny NBA cheerleader remix song. Ohrwurm of the day 'colorblind'.",positive	
positive,"En écoutant la bande-son du film hm, ne marchez pas quand je vous parle, je l'aime ..."
"Tired, But glad its a bank holiday",neutral	
neutral,Les bactéries sont des micro-organismes.
negative,Omg ... & quot; le lecteur & quot; Me fait
positive,"- Je dois accepter votre publication jim. J'ai définitivement modifié mon utilisation de Twitter, même si je n'ai pas réinitialisé à zéro"
negative,"Fiuhh, gentil d'avoir des informations de votre part, je suis l'un de vos fans d'Indonésie. Et attend toujours votre film dans mon pays que"
  have a glass of cold water and meditate a bit. <3,positive	
neutral,Les vêtements protègent le corps.
neutral,C'est un catalogue.
positive,Je connais ce sentiment
_uts bass love,positive	
انسي حاجة اسمها ثورة ...٢٥ يناير كانت سيناريوا مخباراتى من الجيش و كلنا عارفين لية ..أما أن المصريين يقومون بثورة .. علي مدار التاريخ,Negative
negative,Au médecin aujourd'hui Emily a une éruption cutanée qui ressemble à la rougeole
" haha im jewish, i love that one",positive	
Retweeted ثـورة 25 ينـاير 2011 (): وأما من مروا بمحمد محمود؛ فقد علقوا هناك، إلى الأبد. حتى يُكمِلوا... https://t.co/JozssuMHr,Negative
positive,"Je viens de me réveiller pour savoir que le budget a dépassé 149-0 à 5 heures du matin. Chemin à faire, maison!"
 ALL white shoes make me cringe  . White shoes give me pause.,negative	
neutral,"Le but n'est pas la destination, mais le chemin."
 u really don`t think so?  maybe ur right....lol. btw what phone u using? think u told me b4...i might have an app for u,neutral	
"http://twitpic.com/4j95z - I don`t know why, but I LOLd.",neutral	
 where are you going paris?,neutral	
goooodnight everyone!  and Happy Mothers Day to all the mothers out there.,positive	
negative,Regarde le ciel gris. Le soleil a été volé à nouveau
negative,immensément!! J'ai commencé à jouer avec de nouveaux sites car je ne voulais pas gâcher un couple paranoïaque de Pâques?
اولا انا ما عندي حقد على السعوديهوهذا انت راح تسال عنه امام اللهثانيا اشتغلت علينا ايام الربيعالعربي ولكن نحن نستطيع ايقافكل في مكانه بطرقنا الخاصه وليسبالمقاطعه والخصومات لاننا ننظر الى المصلحه العليا للخليج ووحدته,Negative
positive,Grats! Vous achetez vendredi prochain
 I love to! But I`m only available from 5pm.  and where dear? Would love to help  convert her vids.ï¿½,positive	
positive,Rester et accrocher avec les chiots.
#بطولات - محمد صلاح ينتظر تحقيق رقم قياسي أمام ساوثهامبتون https://t.co/0UT4ty7ytT,Positive
Watching 'Hostage'! Also got an idea for that animation i`m making. Hope to have it ready and post a link here by the fifth of June,positive	
neutral,Le centre est le milieu.
"""""""""""عضو حركة الاشتراكيين الثوريين""""""""""""""""عصام المهدي"""""""""""""""" معتقل ومتهم بكتابة تيران وصنافير مصرية على الفيسبوك . #وطن_سجين https://t.co/OFWC02h6po""""""""""",Negative
""""""""""" 1"""""""""""""""" اغنية رائعة لإفتتاح #منتدي_شباب_العالم بحلم بالدنيا اللى مفيهاش كره وغل #شرم_الشيخ https://t.co/BYc36P9sVJ""""""""""",Positive
""""""""""" President Sisi honors""",Neutral
negative,Veut pleurer
positive,Je vais regarder la télévision. Passez un bon moment ici
Dinner with the family. Watching wild child in the car,neutral	
positive,"Beau jour, chanceux, je vais étudier ... après que je me suis fait mes cheveux"
 http://twitpic.com/4t4jv - No joke my puppy Maddie looks EXACTLY like  Maui!!!  she`s so cute!!,positive	
why yes jeeves. bring me that noose there  TOO MANY ASSIGNMENTS!,negative	
positive,"Bien, il n'y a pas d'autre moyen d'être."
"Great meeting...lunch on the patio in the sunshine...nothing more perfect  busy day...time for bed, ahhhhh",positive	
انتم خونة وتتلاعبون بالألفاظ #تيران_وصنافير_مصرية #يسقط_حكم_الخونة #يسقط_كل_الخونة https://t.co/nXBg0ErTjK,Negative
#الدنمارك تتأهل الى المرة الخامسة الى المونديال بعد 1986/1998/2002/2010 #تصفيات_كاس_العالم #الملحق_الاوروبي #جمهورية_ايرلندا_الدنمارك,Neutral
""""""""""" """"""""""""""""خارجية البرلمان"""""""""""""""": نستعد لزيارة أوروبا للترويج لتوصيات منتدى شباب العالم - https://t.co/1WqlYIm9Mg #youm7""""""""""",Positive
#بلا_قيود خالد علي لمحمد عبد الحميد  خدش الحياء الحقيقي هو ماقام به النظام من تنازل عن #تيران_وصنافير واهدار الدستور وعدم احترام احكام القضاء. https://t.co/4HGM6eWOwP,Negative
positive,"Les feux d'artifices disparaissent au nouveau stade, butte kitty regarde par la fenêtre & amp; Grognant sur eux. Échec de l'engin de garde"
انت من جدك ؟ ادا ماجد ٠ في كاس العالم و ٤،ف تصفيات العالم و ٣ اهداف ب اسيا .. كيف تقول قريب من المية حدث العاقل بما يعقل .. لو تحذف أهدافه الودية بعد صفت على هذي .. ماجد أحفوره صنعها الاعلام,Negative
"AC is broke at the house. waiting to get an estimate on timeframe to repair. on the bright side, gonna join CoLab this week.",neutral	
negative,Quelqu'un m'a gâté la semaine dernière
اجل ياكلبة ،، ترضين السعودية ومصر وليبيا وتونس واليمن تصفية حسابات لارهابيكم تحت مسمى الربيع العربي https://t.co/FWjt136g8F,Negative
#الربيع_العربي السعودي هو الوحيد باتفاق الحكومة والشعب، والمحارب من الفاسدين والخونة والمتآمرين,Positive
"uff - hard to get going today, up half the night with 6 year old son",neutral	
#تصفيات_كأس_العالم 🌟 الــمــغـــرب 2 : 0 سـاحـل الــعـاج 🌟 ⚽️ نبيل ضرار ⚽️ بن عطية #المغرب_كوت_ديفوار • بهذه النتيجة #المغرب إلى كأس العالم 🌟 تــونـس 0 : 0 لـيـبـيــا 🌟 🌟 الكونغو 1 : 1 غينيا 🌟 #تونس_ليبيا • بهذه النتائج #تونس إلى كأس العالم الشوط الثاني ..,Neutral
ثورة يناير لو كنت ذهبت للتحرير بالفعل أخرجت أجمل ما فينا اما ثورة سونيا هي بالفعل أخرجت الوساخه المصرية من قعر الكنيف,Negative
negative,"Ce tremblement de terre en Italie m'a triste. C'est à seulement trois heures de Naples, où ma famille est"
"Great weekend, even though my site is not moved. Plenty other things to do and learn. Keeping the faith and looking to the future",positive	
اليوم ده كان من أكبر معاول تفتيت ثورة يناير,Negative
"Just got back in, and I`m absolutely exhausted, have to be up in 5 hours for work",negative	
positive,Bien que vous soyez si gentil! Vous vous sentez mal au sujet d'une fille que vous venez de rencontrer
positive,Bonne journée d'embarquement ... bon warsteiner en ce moment !!!
" Hey did you get any more info about your graduation? And I think my mom`s gonna let me go to CP, if you guys still wanna go!",neutral	
" Geez sorry to hear Steph, I hope things improve soon. I know that ain`t much sorry",neutral	
صحيح زي ما ضيعوا تيران وصنافير,Negative
جميل ان نرى منتديات تتكلم عن هموم شبابنا في العالم العربي تطلعاتهم اهدافهم ومستقبلهم #منتدي_شباب_العالم,Positive
Lan Poker is so much fun!!!!  Someone help me remember ki compre chal raha hai abhi!!!!,positive	
" Happy Friday! Do u know how I can get a copy of the BT art u did on Mel`s fake Twitter? I`m n it, but can`t find it now.  THX",positive	
positive,"J'ai passé un très bon moment à la fête du chef pamper, hier soir."
J ai ajouté une vidéo à une playlist  - حصاد Bein Sport تصفيات كاس العالم : جميع أهداف ملخصات,Neutral
منتدي شباب العالم نقلة حضارية وثقافية مهمة,Positive
positive,Je vous remercie! très utile
الي يجي علينا يخسر والله #تيران_وصنافير_مصرية https://t.co/85PTuajayC,Negative
أثق في وعي وفهم المصريين وقوة تحملهم#منتدي_شباب_العالم,Positive
negative,"Quelqu'un d'autre a-t-il du mal à accéder à leurs @ réponses? Lorsque je clique sur le lien à droite, rien ne se passe. Je ne peux pas y accéder"
The exception for a short dude: Larenz fineass Tate yum,neutral	
neutral,Les gènes déterminent les caractères héréditaires.
الفنانة نشوى مصطفى رسمياً تدعو الرئيس عبد الفتاح السيسي لحضور “سيلفي مع الموت” https://t.co/QIWLsKzfFg https://t.co/uKx4kmzL6p,Neutral
negative,"En gardant mes doigts croisés pour mon copain, il ne se sent pas bien."
negative,Je ne veux pas être grandi encore ...
"Felt like ****, behaved like my son; ate to compensate. Pigged out on home-roasted sugar almonds. Painful tum, threw up, still feel sick.",negative	
تقريبا الكابتن #كوبر اتعود على نفس الخطة بتاعة منتخب #مصر مع ان ابوصلاح مش موجود ياعم الحاج اللى بيلعب يمين #تريزيجيه مش #محمد_صلاح #غانا #Russia2018 #كاس_العالم #روسيا,Negative
" im disgusted as well and baron, spelling lessons homie!! haha it`s 'effort' and 'team' r u shwasty? shloshed?  i love you",neutral	
"_by_spork haha I like it anyway, although i miss the spork in the pic... where did it go?",positive	
negative,Je veux aller dans un parc d'attraction. Ek est fatigué. : |
انت حكيت بداية عن لينان بعدين دخلت شمال على قطر 😂😂 بالنسبة للبنان مساعدات السعودية من عهد الحريري الى وقت قريب هي اللي اعادة اعمار لبنان وجود مايشيات تهدد امننا هناك امر مرفوض ، قضية قطر اسهل جار تسبب لنا مشاكل سكرنا عنه الباب بس هي مقاطعه و اجوائهم وموانئهم مفتوحة مافي حصار,Negative
لطميات المظلومية . وتجاوزت احتلال دولة بغدر ولؤم لن تجده الا فقط في العراق . مثل الكلاب لن يثمر فيكم اطعامكم .وتبرر حصار ١٣ سنة والقواعد الامريكية في قطر ولكن لانكم انجاس متعة وحقدكم للسنة رب العزة والاجلال اذلكم وجعل منكم عبرة لمن يعتبر وخل الحسينيات وبعدها المتعة تنصركم 😎,Negative
negative,Qu'est-ce qui t'es arrivé le samedi? Vous n'avez pas ...
negative,"Aww ce tremblement de terre en Italie m'a rendu triste, j'ai vu les photos sur les nouvelles, c'est terrible."
_Claire its sunny here  I will send some over to you,neutral	
🏆 #تصفيات_كأس_العالم | الملحق : ⚽️ السويد Vs إيطاليا ⏱ 10:45 مساءً 🏟 ملعب فريندز أرينا التشكيل الرسمي للمنتخبين. https://t.co/cWwFVjISqt,Neutral
ummm. no it didnt work so i guess im stuck with this uglyonee,negative	
تصفيات كأس العالم 2018: ضربة جزاء مثيرة للجدل ترهن حظوظ أيرلندا الشمالية - https://t.co/EpDVtCqhMy https://t.co/emsiVHqUVP,Neutral
" when you get your grill taken care of this morning how about a quick shot of the hands.  Don`t ask why, just do it",neutral	
سعاده المهندس مروان بن غليطه كفيت ووفيت عط فرصه لغيرك .. لازم حد يتحمل مسؤوليه الخروج من تصفيات كاس العالم ،، ولحد الان محد تحمل المسؤوليه,Negative
#اعلام_قطر_ملاذ_الاخوان قطر دعمت الاخونجيه والفرق الضاله وسخرت لهم اعلامها القذر ( قناة الجزيره ) لتحقيق اهدافهم القذره وتسهيل وصولهم للحكم عن طريق دعم ثورات الربيع العربي لكن سقطوا ونهايتهم بسقوط تنظيم الحمدين ويتيمهم,Negative
negative,"Désolé, je suppose que le sarcasme est difficile à montrer en 130 caractères."
positive,Merci d'avoir accueilli mes amis très appréciés!
positive,Hey!! Comment vas-tu une fille?
لا أحد يصدق كذاب لايزال الرجل يكذب حتى يكتب عندالله كذابا أيةالمنافق ثلاث أذاوعدأخلف(6شهوروهنبقى قدالدنيا/سنتين وهتشوفوامصر) أذاتحدث كذب(مليون كذبة) أذاأؤتمن خان(باع #تيران_وصنافير_مصرية )باع أثارمصر/قتل ولادمصر/دمرأقتصادوصناعةوزراعةوجيش وووووو #مصر_اجمل_لو السيسي أتحاكم,Negative
I think i need some new friends,neutral	
negative,"Je sais, je voulais simplement laisser tout le monde savoir ce qui se passait"
جووووووووول.. محمد صلاح يُحرز الهدف الثاني بطريقة R2 🔥⚡واحتفال خرافي مع ساديو ماني 😲😲 https://t.co/TA7LfWPJkm,Positive
#سويسرا تتأهل لكأس العالم بفضل تألق رودريجيز أمام أيرلندا الشمالية - #تصفيات_كأس_العالم_2018 #سويسرا #صحيفة_البلاد https://t.co/kOxGuvsKzH https://t.co/rQS7FhF9Pn,Neutral
#حدث اليوم قاطعوا قطر أو حرب الإعلام عن مقاطعة قطر. .. ألم تطرحوا السؤال عند نهاية قطر عفوا مقاطعة قطر نسأل ما هي الدولة القادمة التي سنشن عنها حرب الإنقطاع حتى نكون مستعدين ونبحث جيدا عن خباياها ومستنقعاتها؟ ؟؟؟؟؟؟!!!!!!,Negative
negative,S'est réveillé trop tôt
مقال مُنصف .. عن #منتدى_شباب_العالم بقلم محمد فوزي https://t.co/S3dsDsyUqA,Neutral
""""""""""" باحث فرنسي لـ #السيسي في ختام #منتدى_شباب_العالم: """"""""""""""""باركك الله.. وشكرًا على كرمك"""""""""""""""" التفاصيل على ◄ https://t.co/TLDZGLCjtl https://t.co/8AUsKdDbjz""""""""""",Positive
positive,Gots ma coupe de cheveux
Not feelin right. Hope the feeling passes. Stupid stomach.,negative	
positive,Vous êtes une muahaha muffin.
_ good morning - you`re up early! Feeling enthused to design your life?  thanks to manics for that phrase,positive	
negative,Ne va pas nager
صدق من قال إن نيزك يأتي بالتصريحات ضد المملكة ليروجها ويصور أن المملكة سترضخ للضغوط وأنها تغيرت وكل ذلك في صورة المدافع عنها ولم يذكر قطر وتركيا في تغريداتها أبداً بالرغم من وجود أزمه حاليه,Negative
negative,"Pauvre sandra cantu & amp; La famille cantu! Mes prières vont à eux! Dans quel monde malade nous vivons, elle n'avait que 8 ans"
i miss you tooooo  you arent too far! *A*,negative	
" Yeah, yeah. Less #degenerate than current occupants of U.S. House of Reprehensibles. You can bet on that. Like MineThatBird.",neutral	
positive,"Yo yo, les sims 2 fois!"
positive,4hours boom boom
 hey you! Did you get my present this morning? Hope u liked it?,neutral	
